Model,mean_test_score,std_test_score,mean_fit_time,mean_score_time,params
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.035873007774353025,0.003995180130004883,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03558406829833984,0.00421898365020752,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03764057159423828,0.0035989999771118162,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03847610950469971,0.003589940071105957,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03771669864654541,0.004147005081176758,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.041710424423217776,0.003955245018005371,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03472955226898193,0.0035405397415161134,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8084737363726462,0.025410904408986818,0.03622958660125732,0.003552532196044922,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.051189088821411134,0.004483819007873535,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.05317537784576416,0.004446578025817871,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 4, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.052555298805236815,0.004784440994262696,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.059861159324645995,0.005914092063903809,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 5, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.06507213115692138,0.0045582294464111325,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.05314152240753174,0.004410290718078613,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 4, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.05265483856201172,0.004562163352966308,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.051660895347595215,0.004974961280822754,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.051073431968688965,0.004457163810729981,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 5, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.80599603567889,0.016325181342600515,0.054536056518554685,0.004428672790527344,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.023903142722431905,0.037945675849914554,0.0036106348037719727,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.04922473430633545,0.004519271850585938,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.04448111057281494,0.004463315010070801,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.0445343017578125,0.004497647285461426,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.0443603515625,0.004504179954528809,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.04420285224914551,0.0045287847518920895,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.023903142722431905,0.03464207649230957,0.0036271333694458006,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 5, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.04974796772003174,0.004477453231811523,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.05108542442321777,0.005182862281799316,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8030227948463825,0.023903142722431905,0.03797445297241211,0.003636813163757324,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 5, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8030227948463825,0.023903142722431905,0.034477400779724124,0.003634214401245117,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8030227948463825,0.02221834229146835,0.04628193378448486,0.004546689987182617,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.0396038293838501,0.003525447845458984,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.0366530179977417,0.003507041931152344,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 4, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.04311568737030029,0.003578972816467285,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.04289085865020752,0.005523037910461426,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.034419846534729,0.0035335779190063476,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 4, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.03451340198516846,0.003588747978210449,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.03591678142547607,0.0036286830902099608,"{'max_depth': 5, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8025272547076313,0.024547809715890313,0.03720338344573974,0.0037415027618408203,"{'max_depth': 5, 'class_weight': 'balanced', 'min_samples_leaf': 3, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03414707183837891,0.0035224199295043946,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.04152193069458008,0.005585980415344238,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03396897315979004,0.0035763978958129883,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03437352180480957,0.003482818603515625,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03418929576873779,0.003536820411682129,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.043987488746643065,0.004721379280090332,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03410794734954834,0.003565859794616699,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 2, 'max_features': 'log2', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8017839444995044,0.01821254629581183,0.03442127704620361,0.003580188751220703,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 15}"
ExtraTreesClassifier,0.8010406342913776,0.01742162838599419,0.05577154159545898,0.00451209545135498,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 3, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8010406342913776,0.01742162838599419,0.05073227882385254,0.004486536979675293,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 5, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8010406342913776,0.01742162838599419,0.054368114471435545,0.006031107902526855,"{'max_depth': 4, 'class_weight': 'balanced_subsample', 'min_samples_leaf': 1, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
ExtraTreesClassifier,0.8010406342913776,0.01742162838599419,0.054365897178649904,0.004468154907226562,"{'max_depth': 4, 'class_weight': 'balanced', 'min_samples_leaf': 4, 'max_features': None, 'max_leaf_nodes': 9, 'criterion': 'gini', 'n_estimators': 20}"
