Modelo,Configuracion,Accuracy,stdAccuracy,errorMetrico
GradientBoostingClassifier,[6 1 3 3 5],0.9145198142643048,0.008447463194879523,0.18531643206326417
GradientBoostingClassifier,[6 1 3 6 5],0.90931380979289,0.015718401231952336,0.1928487232571742
GradientBoostingClassifier,[6 1 3 1 5],0.9023720610274427,0.011416312842992717,0.25480763685072727
GradientBoostingClassifier,[6 1 2 3 1],0.9017341523048483,0.015190745368833372,0.23962407702005326
GradientBoostingClassifier,[6 1 1 3 3],0.9014872681734152,0.013594463312833175,0.21758487931090453
GradientBoostingClassifier,[6 3 2 3 5],0.9002956833839187,0.012720258980888867,0.28547357718131094
GradientBoostingClassifier,[6 1 2 3 5],0.9001381962017542,0.016620654842482173,0.21981441635010857
GradientBoostingClassifier,[6 1 1 3 5],0.8996499029555561,0.014597123762639812,0.2153663935678157
GradientBoostingClassifier,[6 1 1 3 4],0.8995110024449879,0.013050372758026901,0.21356494425205477
GradientBoostingClassifier,[6 1 2 3 4],0.8992665036674816,0.012695114900486226,0.2820908246687596
GradientBoostingClassifier,[6 1 3 4 5],0.8988932019752843,0.016273957457622803,0.23103203078500498
GradientBoostingClassifier,[4 1 3 6 1],0.8987775061124694,0.02157138875316654,0.20801473383752497
GradientBoostingClassifier,[6 1 2 6 5],0.8979858813941224,0.019085919680159574,0.2372946171745802
GradientBoostingClassifier,[6 1 2 6 1],0.897886690647482,0.012395693999096381,0.250576968445548
GradientBoostingClassifier,[6 5 2 3 4],0.8975646769764417,0.009551164949843005,0.25380603503996807
GradientBoostingClassifier,[6 1 3 3 3],0.8968501401395432,0.0097264516759385,0.20536300004025204
GradientBoostingClassifier,[6 1 1 3 2],0.8968435804162442,0.013842731086493153,0.21783568366182368
GradientBoostingClassifier,[6 1 3 3 1],0.895867374321665,0.009046979546093232,0.22142619552032478
GradientBoostingClassifier,[4 1 2 6 1],0.8949847814056447,0.019268005486602784,0.21268304813625377
GradientBoostingClassifier,[6 1 3 2 5],0.8946914232366165,0.013030967620130241,0.2348003892585662
GradientBoostingClassifier,[4 1 3 6 5],0.8946766823084294,0.015285632320101558,0.23288390759495173
GradientBoostingClassifier,[6 1 4 3 1],0.8946210268948656,0.014890356947271501,0.25663241876224185
GradientBoostingClassifier,[6 1 6 3 4],0.8943765281173593,0.015300232613361404,0.3517970815500048
GradientBoostingClassifier,[6 1 2 1 5],0.8940703053837671,0.016909132684467653,0.26246003952365843
GradientBoostingClassifier,[6 1 1 3 1],0.8939107877631344,0.01960943021232841,0.2312357404465319
GradientBoostingClassifier,[6 1 1 6 5],0.8938335970084857,0.01634900537519413,0.24602839465167567
GradientBoostingClassifier,[3 1 3 6 1],0.893669270678037,0.01800685024479048,0.23544670531513148
GradientBoostingClassifier,[6 1 4 3 4],0.8933985330073348,0.0157772770708085,0.24772228659545087
GradientBoostingClassifier,[4 1 4 6 1],0.8930559398634939,0.019048837195464415,0.2685060210794532
GradientBoostingClassifier,[6 3 3 3 5],0.8929234715999421,0.013625329157975997,0.3031462839115582
GradientBoostingClassifier,[6 1 6 3 1],0.892691871906494,0.01859910056359585,0.2482617197006563
